,title,year,duration,genres,rating,synopsis,directors,stars
423,Mosquito,2020.0,125,"
Drama, War            ",6.8,"
A Portugese soldier gets lost in the African jungle, in 1917",João Nuno Pinto,"João Nunes Monteiro,João Lagarto,Filipe Duarte,Alfredo Brito"
424,Mr. Zoo: The Missing VIP,2020.0,114,"
Action, Comedy            ",5.6,"
Top National Security agent and zoophobe Tae-ju suddenly receives an ability to talk to the animals after a freak accident?",Tae-Yun Kim,"Lee Sung-min,Kim Seo-hyeong,Bae Jeong-nam,Kal So-won"
425,Lovecut,2020.0,94,"
Drama            ",5.3,"
The stories of three teenage couples intersect, exposing their conflicts over identity, love and sexuality in a fast-changing digital society that offers both incredible possibilities and extreme challenges.","Iliana Estañol,Johanna Lietha","Sara Toth,Kerem Abdelhamed,Max Kuess,Luca von Schrader"
426,My Name Is Sam,2020.0,85,"
Drama            ",5.8,"
An Amish family (and specifically Sam, a high functioning autistic boy) and their eventual departure from the strict and often harsh Amish community they lived in.",Sam Wickey,"Kasha Fauscett,Sam Wickey,Reed Haymons,Wesley Juels"
427,Marlene,2020.0,95,"
Action, Romance            ",4.5,"
Frank is a contract killer working for a large Styrian crime syndicate. When he is given the task of abducting a girl named Marlene and delivering her to the syndicate, everything changes ...                ",Stefan Müller,"Franz Bischof,Siruan Darbandi,Thomas Geiger,Sophia Grabner"
428,Eden,2020.0,153,"
Drama            ",6.2,"
Éva is allergic to all kinds of chemical substances, air pollution, radio waves and electronic fields. She needs to live in total isolation and can have no contact with her environment. The...                ",Ágnes Kocsis,"Lana Baric,Daan Stuyven,Lóránt Bocskor-Salló,Maja Roberti"
429,Breasts,2020.0,92,"
Drama            ",5.7,"
Twenty year high-school reunion bring together four friends. One of them is gravely ill. The rest want to help her. But to do that, they firstly have to find out who they really are.",Marija Perovic,"Marija Skaricic,Vojin Cetkovic,Dubravka Drakic,Nada Sargin"
430,D'Ninang,2020.0,104,"
Comedy, Romance            ",7.3,"
A criminal matriarch with a gang of thieves is reunited with her estranged daughter Mikai, a firm believer in the law and everything right.",GB Sampedro,"AiAi Delas Alas,Kisses Delavin,Angel Guardian,McCoy De Leon"
431,Neubau,2020.0,82,"
Drama            ",6.3,"
Summer in Brandenburg. Markus is torn between the love for his grandmothers in need of care and the longing for a different life in Berlin. A crowd of shimmering demons keeps appearing in ...                ",Johannes Maria Schmit,"Tucké Royale,Monika Zimmering,Jalda Rebling,Minh Duc Pham"
432,For the Time Being,2020.0,71,"
Drama            ",4.7,"
Summer in Sierra Morena. The hill slopes are faded by the sun. Sand roads cross the land. Fences mark the borders of property. A dry water reservoir lays in the valley. Larissa (Melanie ...                ",Salka Tiziana,"Melanie Straub,Jon Bader,Ole Bader,Amalia Amián del Pino"
433,Live,2020.0,84,"
Drama, Music, Sci-Fi            ",6.2,"
In the near future: public gatherings of any kind are forbidden due to the highly increased risk of terrorist attacks. Driven by the desire to be in contact with others, two siblings are planning an illegal live concert.",Lisa Friederich,"Christine Chapman,Corbinian Deller,Sonja Dengler,Julian Greis"
434,Keith Loves Ava,2020.0,58,"
Horror, Thriller            ",,"
While making a documentary about the town he's from, his life there and it's inhabitants, Keith meets Ava, who he quickly falls in love with. As his life slowly falls apart around him, he ...                ",Johnny Dickie,"Henry Crane,Johnny Dickie,Amy Gottsegen,Domanique Amelia Gregory"
435,Bekar Romeo,2020.0,90,"
Drama            ",,"
        ",M. Okhrang Boro,"Maya Basumatary,M. Okhrang Boro,Rubul Boro"
436,Fille du vent,2020.0,93,"
Drama            ",,"
        ",Malec Démiaro,"Mark Baris,Christophe Brault,Clémence Camus,François Clavier"
437,Tamino à l'Olympia de Paris 2019,2020.0,73,"
Music            ",,"
        ",Sébastien Lefebvre,Tamino Amir Moharam Fouad
438,L'affaire Marvin,2020.0,70,"
Comedy            ",,"
How could the disappearance of a simple cat lead to the biggest financial crisis of all times? French documentary filmmaker Thomas Lafite went out looking for an answer: his film The Marvin...                ",Lewis Eizykman,"Éric Chantelauze,Flavien Dareau,Jocelyne Vignon,Jacques Roch"
439,Cuties,2020.0,96,"
Drama            ",3.6,"
Amy, an 11-year-old girl, joins a group of dancers named ""the cuties"" at school, and rapidly grows aware of her burgeoning femininity - upsetting her mother and her values in the process.",Maïmouna Doucouré,"Fathia Youssouf,Médina El Aidi-Azouni,Esther Gohourou,Ilanah Cami-Goursolas"
440,Bad Hair,2020.0,102,"
Comedy, Horror, Music            ",5.6,"
In 1989 an ambitious young woman gets a weave in order to succeed in the image-obsessed world of music television. However, her flourishing career may come at a great cost when she realizes that her new hair may have a mind of its own.",Justin Simien,"Zaria Kelley,Corinne Massiah,Elle Lorraine,Moses Storm"
441,Enter the Fat Dragon,2020.0,96,"
Action, Comedy            ",5.7,"
A cop is assigned to a case of escorting a criminal to Japan while dealing with relationship problems, and his enormous change in appearance as a result of being dumped.","Kenji Tanigaki,Aman Chang","Donnie Yen,Niki Chow,Teresa Mo,Jing Wong"
442,Young Hunter,2020.0,101,"
Drama            ",6.1,"
A 15-year-old young man burning with desire to have sex with another man gets involved with a manipulative and exploitative porn plot.",Marco Berger,"Juan Pablo Cestaro,Lautaro Rodríguez,Patricio Rodríguez,Juan Barberini"
443,Airplane Mode,2020.0,96,"
Comedy, Drama, Romance            ",5.1,"
Follows the young Ana, who studied fashion design dreaming of becoming a great stylist but dropped everything to become a digital influencer for a famous brand.",César Rodrigues,"Larissa Manoela,Erasmo Carlos,Katiuscia Canoro,André Luiz Frambach"
444,Street Dancer 3D,2020.0,146,"
Drama, Music            ",3.6,"
Two rival dance groups from India and Pakistan who are always competing against each other, join forces when it comes to competing at an international dance competition.",Remo D'Souza,"Varun Dhawan,Shraddha Kapoor,Prabhu Deva,Nora Fatehi"
445,Slow Machine,2020.0,72,"
Thriller            ",5.2,"
After her relationship with intelligence agent Gerard ends terribly, tired and disillusioned actress Stephanie hides in a house where a band is working on a record, which proves to be less of an escape than she imagined.","Joe Denardo,Paul Felten","Stephanie Hayes,Chloë Sevigny,Scott Shepherd,Eleanor Friedberger"
446,Friends Who Kill,2020.0,86,"
Thriller            ",4.8,"
Hope has always been close to her daughter Lacy. But since her divorce from her husband, Hope has been worried about Lacy, who is struggling to cope. So Hope is excited when Lacy brings ...                ",Richard Switzer,"Natalie Brown,Sarah Fisher,Alexa Rose Steele,Reha Sandill"
447,Summertime,2020.0,95,"
Comedy, Drama, Music            ",6.4,"
Over the course of a hot summer day in Los Angeles, the lives of 25 young Angelinos intersect.",Carlos López Estrada,"Austin Antoine,Marquesha Babers,Bryce Banks,Bene't Benton"
448,Panga,2020.0,131,"
Drama, Sport            ",6.8,"
Panga is inspired by the life of a National-level Kabbadi player from India. It follows her triumphs, struggle, and overcoming of stereotypes. It shows how important family love and support is for success.",Ashwiny Iyer Tiwari,"Kangana Ranaut,Jassie Gill,Richa Chadha,Neena Gupta"
449,Jailbreak Pact,2020.0,135,"
Drama, Thriller            ",6.9,"
This drama is inspired on a real event in 1990 when 49 political prisoners escaped from a tunnel that took 18 months to dig.",David Albala,"Alberto Ellena,Amparo Noguera,Benjamín Vicuña,Carolina Paulsen"
450,Equinox,2020.0,110,"
Drama, Romance            ",6.2,"
Alexander is 30 years old and has never been in love - or has never been in love. He then sees in Paula, a theater actress, the possibility of sharing a future with someone.",Lena Knauss,"Thomas Niehaus,Sarah Hostettler,Aenne Schwarz,Godehard Giese"
451,Dwitiyo Purush,2020.0,129,"
Drama, Mystery, Thriller            ",6.0,"
A crime repeats its pattern after 25 years .Is it the same killer or a new psycho on the streets?",Srijit Mukherji,"Parambrata Chattopadhyay,Srijit Mukherji,Anirban Bhattacharya,Prasenjit Chatterjee"
452,Figli,2020.0,97,"
Comedy            ",6.2,"
Sara and Nicola are expecting their second child. Through the late Mattia Torre's sharp focus, all the joys and troubles of parenthood in modern-day Italy are brilliantly, wittily delineated.",Giuseppe Bonito,"Mehmet Günsür,Paola Cortellesi,Valerio Mastandrea,Stefano Fresi"
453,The Division,2020.0,134,"
Action, Crime, Thriller            ",6.2,"
In the 90s, Rio de Janeiro was shaken by a wave of kidnappings. Security forces call controversial agents to help save the city from thugs and also from the police itself.",Vicente Amorim,"Erom Cordeiro,Thelmo Fernandes,Vanessa Gerbelli,Bruce Gomlevsky"
454,The Grand Grandmaster,2020.0,117,"
Action, Drama            ",4.4,"
His unexpected romantic feelings towards his rival, Chun, derails Grandmaster Fei Lung's plan to win in the final fight he has challenged her to.",Chi-Wah Wong,"Chi-Wah Wong,Annie Liu,Catherine Chau,Sze-Kwan Cheng"
455,Shylock,2020.0,130,"
Action, Drama, Thriller            ",5.1,"
A ruthless moneylender must tackle a wicked man's plan to outsmart his way out of the debt to achieve what's rightfully his.",Ajai Vasudev,"Mammootty,Meena,Siddique,John Vijay"
456,Abbi Fede,2020.0,93,"
Comedy            ",5.7,"
A clumsy and violent criminal is sentenced to community service at a church situated in a remote area of the Italian alps with a blindly devotional priest.",Giorgio Pasotti,"Claudio Amendola,Lorenzo Renzi,Robert Palfrader,Giorgio Pasotti"
457,Desterro,2020.0,122,"
Drama            ",5.2,"
A young woman suddenly disappears, leaving her husband and son in disarray.",Maria Clara Escobar,"Carla Kinzo,Otto Jr.,Rômulo Braga,David Lobo"
458,Si Doel the Movie 3,2020.0,93,"
Drama, Romance            ",6.6,"
The return of Sarah with his son, Dul, to Jakarta, welcomed happily by the Doel's family. But it also makes Zaenab, Sarah, and Doel confronted with decisive choice.",Rano Karno,"Rano Karno,Maudy Koesnaedi,Cornelia Agatha,Mandra"
459,Loco Por Vos,2020.0,100,"
Comedy            ",5.3,"
During a party, Lucas, who lives in Bogotá, meets Lina, his boss's paisa cousin who's in the city to get her visa. Crazy in love, Lucas travels to Medellín to win Lina over, but he'll have to convince her paisa family before that happens.",Felipe Martínez Amador,"Laura Londoño,Roberto Urbina,Monica Lopera,Germán Quintero"
460,Fortitude,2020.0,108,"
Drama            ",6.1,"
To escape the crisis in Venezuela, and his alcoholism, a man retreats into the jungle and meets old friends. But their former happiness is transformed into evil intentions by the lure of gold.",Jorge Thielen Armand,"Jorge Thielen Hedderich,Juan Luis Escriban Lott,Carlos Medina,Leudys Naranjo"
461,The Magic Kids: Three Unlikely Heroes,2020.0,97,"
Adventure, Comedy, Family            ",4.8,"
Vlad has just moved and joined one of the most famous magical schools in the world, where he meets fairies, witches, trolls and dwarfs. Him and his father are the first vampires in town, but he soon meets other special kids.",Tim Trageser,"Aaron Kissiov,Johanna Schraml,Arsseni Bultmann,Rick Kavanian"
462,The Wedding,2020.0,119,"
Comedy            ",3.8,"
Three friends from school, Thomas, Nils and Andreas, are still searching for love in their adult lives.",Til Schweiger,"Til Schweiger,Samuel Finzi,Milan Peschel,Lilli Schweiger"
463,The Marathon of Desires,2020.0,95,"
Comedy, Drama, Romance            ",5.3,"
Hoping to change her life, Marina, a small town girl, embarks on a journey to a life coaching event. But an unexpected delay at a St. Petersburg airport sends her on a 24 hour comedic spree...                ",Darya Charusha,"Yuliya Aug,Pavel Derevyanko,Aleksandr Gudkov,Andrew Ilitchev"
464,"Sí, Mi Amor",2020.0,107,"
Comedy            ",3.9,"
A blindsided boyfriend must prove his fidelity when his girlfriend spontaneously dumps him after suspecting him of cheating. Based on the successful stand-up comedy show of the same name.",Pedro Flores Maldonado,"Yiddá Eslava,Julián Zucchi,Andrés Salas,Magdyel Ugaz"
465,Your Love Song,2020.0,119,"
Drama, Romance            ",7.0,"
Set in 2007, the movie tells of a complicated three-way relationship between a young singer and two people who believe in him.",Andrew Chien,"Meng-Po Fu,Chia-Yen Ko"
466,Your Iron Lady,2020.0,92,"
Drama            ",8.2,"
A year in the life of Teresa: an immigrant mother of four who after being married for 22 years, decides to leave her abusive husband upon her arrival to the U.S., in 1998.",Jorge Xolalpa,"Vanessa Benavente,Alondra Lara,Paloma Morales,Orlando Pineda"
467,Dignitate,2020.0,109,"
Drama            ",5.8,"
Alfi (Al Ghazali) meets Alana (Caitlin Halderman), a new student at school. It turns out that they are in one class and sitting next to each other. Instead of getting along, they often argue because they both are stubborn.",Fajar Nugros,"Al Ghazali,Caitlin Halderman,Giorgino Abraham,Teuku Ryzki"
468,Jurica Road,2020.0,120,"
Drama, Thriller            ",4.9,"
A cruel motorcycle gang picks the wrong man to kill. A Nigerian immigrant priest named Father Tony Agege and his niece Bobbi travel down a dark, stretched road. Jurica Road. When their car ...                ",Don Okolo,"Johnny Ray Gibbs,Timothy Eric,Carl Bailey,Dominic Pace"
469,EKS,2020.0,94,"
Action, Adventure, History            ",8.0,"
1932. Western Ukraine. The fighters of an underground Ukrainian organization conduct a revolutionary action against the government. Contrary to their plans, it turns into a bloody slaughter...                ",Sergey Lysenko,"Liza Bakulina,Yaroslav Derpak,Vladyslav Dmytrenko,Anatol' Fon-Filandra"
470,The Ghosts,2020.0,76,"
Drama            ",6.2,"
Koki makes a living in Guatemala City by winning the trust of people while arranging the theft of their possessions. By day he is a guide to tourists who get mugged at gunpoint, by night he...                ",Sebastian Lojo,"Marvin Navas,Carlos Morales El Punisher,Daniela Castillo"
471,O Melhor Verão das Nossas Vidas,2020.0,98,"
Comedy            ",5.6,"
Bia, Giulia and Laura(BFF Girls) try to sing in a music festival, but their parents can't find out, because they got educational recovery at school",Adolpho Knauth,"Murilo Bispo,Carlos Bonow,Laura Castro,Bela Fernandes"
472,Thibaan × BNK48,2020.0,128,"
Music            ",5.3,"
In order to come up with new music, a girl music group has to go to live in the countryside. By putting aside their city lives, perhaps life in the countryside can prove inspirational and help the girl band to produce a fresh, new sound.",Surasak Pongsorn,"Natruja Chutiwansopon,Warattaya Deesomlert,Jiradapa Intajak,Nuttawut Sanyabut"
473,Armour,2020.0,45,"
Drama            ",6.0,"
The shots of timeless landscapes and sleepy suburbs in Armour often last mere seconds. Sporadically employed title cards help them coalesce into the tale of a man who threatens to lose ...                ",Sandro Aguilar,"Eduardo Aguilar,Jean-Philippe Catellier"
474,Married Women: Husband Change,2020.0,71,"
Romance            ",,"
        ",Suraj Singhan,
475,Far Too Personal,2020.0,102,"
Comedy, Drama            ",4.5,"
Natalia is thirty-year-old, lives alone, works at a design studio and likes her live as is and has a best friend Simona who is freshly divorced, and her 11 year old son goes to live with ...                ",Marta Ferencova,"Eliska Balzerová,Valentýna Becková,Natasa Burger,Tatiana Dyková"
